question_number,pipeline,correct,predicted,ground_truth,quote,source,latency,run_timestamp
5.0,Baseline (Zero-shot),True,C,C,No quote provided,,18.73762989044189,2025-12-04 15:57:49
6.0,Baseline (Zero-shot),True,C,C,No quote provided,,24.8836727142334,2025-12-04 15:57:49
7.0,Baseline (Zero-shot),False,A,C,No quote provided,,17.6939914226532,2025-12-04 15:57:49
8.0,Baseline (Zero-shot),True,B,B,No quote provided,,21.31842470169068,2025-12-04 15:57:49
9.0,Baseline (Zero-shot),True,C,C,No quote provided,,27.338623762130737,2025-12-04 15:57:49
10.0,Baseline (Zero-shot),True,C,C,No quote provided,,13.41330337524414,2025-12-04 15:57:49
11.0,Baseline (Zero-shot),True,C,C,No quote provided,,19.14740300178528,2025-12-04 15:57:49
12.0,Baseline (Zero-shot),True,C,C,No quote provided,,34.74713921546936,2025-12-04 15:57:49
13.0,Baseline (Zero-shot),False,A,C,No quote provided,,123.45446372032166,2025-12-04 15:57:49
14.0,Baseline (Zero-shot),True,C,C,No quote provided,,22.52940773963928,2025-12-04 15:57:49
15.0,Baseline (Zero-shot),False,A,C,No quote provided,,17.348656177520752,2025-12-04 15:57:49
16.0,Baseline (Zero-shot),True,C,C,No quote provided,,20.33311438560486,2025-12-04 15:57:49
17.0,Baseline (Zero-shot),False,A,C,No quote provided,,25.80226159095764,2025-12-04 15:57:49
18.0,Baseline (Zero-shot),True,C,C,No quote provided,,35.63461685180664,2025-12-04 15:57:49
19.0,Baseline (Zero-shot),True,C,C,No quote provided,,22.92958188056945,2025-12-04 15:57:49
20.0,Baseline (Zero-shot),False,A,C,No quote provided,,22.53508400917053,2025-12-04 15:57:49
21.0,Baseline (Zero-shot),True,C,C,No quote provided,,45.160624265670776,2025-12-04 15:57:49
22.0,Baseline (Zero-shot),False,A,C,No quote provided,,69.73333048820496,2025-12-04 15:57:49
23.0,Baseline (Zero-shot),False,A,C,No quote provided,,22.731459140777588,2025-12-04 15:57:49
24.0,Baseline (Zero-shot),True,C,C,No quote provided,,15.362056732177734,2025-12-04 15:57:49
25.0,Baseline (Zero-shot),False,A,C,No quote provided,,17.50955033302307,2025-12-04 15:57:49
26.0,Baseline (Zero-shot),False,B,C,No quote provided,,15.665448665618896,2025-12-04 15:57:49
27.0,Baseline (Zero-shot),False,A,C,No quote provided,,26.41955590248108,2025-12-04 15:57:49
28.0,Baseline (Zero-shot),True,C,C,No quote provided,,22.42725896835327,2025-12-04 15:57:49
29.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.50874638557434,2025-12-04 15:57:49
30.0,Baseline (Zero-shot),False,A,C,No quote provided,,21.81150770187378,2025-12-04 15:57:49
31.0,Baseline (Zero-shot),False,A,C,No quote provided,,25.810815811157227,2025-12-04 15:57:49
32.0,Baseline (Zero-shot),False,A,C,No quote provided,,22.883846282958984,2025-12-04 15:57:49
33.0,Baseline (Zero-shot),True,C,C,No quote provided,,26.40658593177796,2025-12-04 15:57:49
34.0,Baseline (Zero-shot),False,A,C,No quote provided,,19.02958369255066,2025-12-04 15:57:49
35.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.99711036682129,2025-12-04 15:57:49
36.0,Baseline (Zero-shot),True,C,C,No quote provided,,25.367751121521,2025-12-04 15:57:49
37.0,Baseline (Zero-shot),False,B,C,No quote provided,,17.02622938156128,2025-12-04 15:57:49
38.0,Baseline (Zero-shot),True,C,C,No quote provided,,64.21282362937927,2025-12-04 15:57:49
39.0,Baseline (Zero-shot),True,C,C,No quote provided,,47.916075229644775,2025-12-04 15:57:49
40.0,Baseline (Zero-shot),True,C,C,No quote provided,,19.046377897262573,2025-12-04 15:57:49
41.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.8176908493042,2025-12-04 15:57:49
42.0,Baseline (Zero-shot),True,B,B,No quote provided,,16.58941078186035,2025-12-04 15:57:49
43.0,Baseline (Zero-shot),True,C,C,No quote provided,,18.12457227706909,2025-12-04 15:57:49
44.0,Baseline (Zero-shot),False,A,C,No quote provided,,24.270670175552368,2025-12-04 15:57:49
45.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.20160698890686,2025-12-04 15:57:49
46.0,Baseline (Zero-shot),True,C,C,No quote provided,,19.66083788871765,2025-12-04 15:57:49
47.0,Baseline (Zero-shot),False,A,B,No quote provided,,23.042064905166622,2025-12-04 15:57:49
48.0,Baseline (Zero-shot),True,B,B,No quote provided,,16.79185700416565,2025-12-04 15:57:49
49.0,Baseline (Zero-shot),True,C,C,No quote provided,,20.170664072036743,2025-12-04 15:57:49
50.0,Baseline (Zero-shot),True,C,C,No quote provided,,21.49189734458924,2025-12-04 15:57:49
51.0,Baseline (Zero-shot),True,C,C,No quote provided,,20.99183964729309,2025-12-04 15:57:49
52.0,Baseline (Zero-shot),True,C,C,No quote provided,,19.77881050109864,2025-12-04 15:57:49
53.0,Baseline (Zero-shot),True,C,C,No quote provided,,15.360446214675903,2025-12-04 15:57:49
54.0,Baseline (Zero-shot),True,C,C,No quote provided,,36.80327391624451,2025-12-04 15:57:49
55.0,Baseline (Zero-shot),True,C,C,No quote provided,,18.185219526290894,2025-12-04 15:57:49
56.0,Baseline (Zero-shot),True,C,C,No quote provided,,15.669498682022097,2025-12-04 15:57:49
57.0,Baseline (Zero-shot),False,A,C,No quote provided,,23.32933259010315,2025-12-04 15:57:49
58.0,Baseline (Zero-shot),False,A,C,No quote provided,,19.36966586112976,2025-12-04 15:57:49
59.0,Baseline (Zero-shot),False,A,C,No quote provided,,19.66192054748535,2025-12-04 15:57:49
60.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.509841442108154,2025-12-04 15:57:49
61.0,Baseline (Zero-shot),True,C,C,No quote provided,,16.723879098892212,2025-12-04 15:57:49
62.0,Baseline (Zero-shot),False,A,C,No quote provided,,43.79455852508545,2025-12-04 15:57:49
63.0,Baseline (Zero-shot),True,C,C,No quote provided,,25.10961437225341,2025-12-04 15:57:49
64.0,Baseline (Zero-shot),False,A,C,No quote provided,,24.09166145324707,2025-12-04 15:57:49
65.0,Baseline (Zero-shot),True,C,C,No quote provided,,19.00373888015747,2025-12-04 15:57:49
66.0,Baseline (Zero-shot),True,C,C,No quote provided,,20.576823234558105,2025-12-04 15:57:49
67.0,Baseline (Zero-shot),True,C,C,No quote provided,,36.86604857444763,2025-12-04 15:57:49
68.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.41300368309021,2025-12-04 15:57:49
69.0,Baseline (Zero-shot),True,C,C,No quote provided,,13.30329942703247,2025-12-04 15:57:49
70.0,Baseline (Zero-shot),True,C,C,No quote provided,,45.46025085449219,2025-12-04 15:57:49
1.0,BM25 RAG,True,C,C,"By leveraging the inherent sparsity and block-diagonal attention patterns present in RAG contexts, REFRAG compresses, senses, and expands context representations to significantly reduce both memory usage and inference latency, particularly the TTFT.","2509.01092v2.pdf, Page: 10",19.91420841217041,2025-12-04 16:26:48
2.0,BM25 RAG,False,A,C,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",35.374417543411255,2025-12-04 16:26:48
3.0,BM25 RAG,True,B,B,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,16.316707372665405,2025-12-04 16:26:48
4.0,BM25 RAG,True,D,D,"This improvement is attributable to the limited 4k-token context window of LLaMAFT, which necessitates truncating portions of the conversational history in longer contexts, resulting in the loss of crucial information required to answer subsequent questions.",filename: 2509.01092v2.pdf page 7,15.733718872070312,2025-12-04 16:26:48
5.0,BM25 RAG,True,C,C,"RAG contexts often contain sparse information, with many retrieved passages being uninformative and reused across multiple inferences.",filename: 2509.01092v2.pdf page 1,30.745715618133545,2025-12-04 16:26:48
6.0,BM25 RAG,True,C,C,"The reconstruction task, while intuitive, is particularly challenging when multiple chunks must be reconstructed.","2509.01092v2.pdf, Page: 4",13.288666009902954,2025-12-04 16:26:48
7.0,BM25 RAG,True,C,C,"This “compress anywhere” capability is further enhanced by a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice .","2509.01092v2.pdf, Page: 1",12.69439697265625,2025-12-04 16:26:48
8.0,BM25 RAG,True,B,B,"With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,13.824092388153076,2025-12-04 16:26:48
9.0,BM25 RAG,True,C,C,"Under equivalent latency constraints,REFRAGconsistently outperform LLaMA on both settings as the saved context can be reinvested to include additional information within the same latency budget.",filename: 2509.01092v2.pdf page 7,12.594537734985352,2025-12-04 16:26:48
10.0,BM25 RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance.",filename: 2509.01092v2.pdf page 6,13.824039459228516,2025-12-04 16:26:48
11.0,BM25 RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.",filename: 2509.01092v2.pdf page 0,14.86277174949646,2025-12-04 16:26:48
12.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",14.935286045074465,2025-12-04 16:26:48
13.0,BM25 RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",14.744669914245604,2025-12-04 16:26:48
14.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The encoder and decoder are fine-tuned to handle mixed inputs of compressed and uncompressed chunks. The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property...",filename: 2509.01092v2.pdf page 3,24.575751543045044,2025-12-04 16:26:48
15.0,BM25 RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.",filename: 2509.01092v2.pdf page 3,13.22371244430542,2025-12-04 16:26:48
16.0,BM25 RAG,True,C,C,"To continuously adjust task difficulty, we vary the data mixture over time, starting with examples dominated by easier tasks (e.g., single chunk embedding) and gradually shifting towards those dominated by more difficult tasks (i.e.,L chunk embeddings).","2509.01092v2.pdf, Page: 3",17.803424835205078,2025-12-04 16:26:48
17.0,BM25 RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,13.209007501602173,2025-12-04 16:26:48
18.0,BM25 RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization. Additionally, CEPE does not utilize token compression, resulting in similar or even increased decoding latency.","2509.01092v2.pdf, Page: 9",14.244888067245483,2025-12-04 16:26:48
19.0,BM25 RAG,True,C,C,"At equal latency (8 passages for REFRAGvs. 1 for LLaMA),REFRAGachieves a1.93%average gain over 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.938783407211304,2025-12-04 16:26:48
20.0,BM25 RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,12.902178049087524,2025-12-04 16:26:48
21.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",14.1313738822937,2025-12-04 16:26:48
22.0,BM25 RAG,True,C,C,"With longer context lengths, we are able to achieve up to k²× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,11.980205059051514,2025-12-04 16:26:48
23.0,BM25 RAG,True,C,C,"Unlike prior methods (Yen et al., 2024),REFRAGsupports compression of token chunks at arbitrary positions (see figure 1) while preserving the autoregressive nature of the decoder, thereby supporting multi-turn and agentic applications. This “compress anywhere” capability is further enhanced by a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice .",filename: 2509.01092v2.pdf page 1,17.20367169380188,2025-12-04 16:26:48
24.0,BM25 RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the","Source Reference: 2509.01092v2.pdf, Page: 3",13.824036121368408,2025-12-04 16:26:48
25.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.","2509.01092v2.pdf, Page: 3",13.209075689315796,2025-12-04 16:26:48
26.0,BM25 RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache...",filename: 2509.01092v2.pdf page 2,16.281373500823975,2025-12-04 16:26:48
27.0,BM25 RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.873629093170166,2025-12-04 16:26:48
28.0,BM25 RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,12.77509379386902,2025-12-04 16:26:48
29.0,BM25 RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.",filename: 2509.01092v2.pdf page 6,16.895015478134155,2025-12-04 16:26:48
30.0,BM25 RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","2509.01092v2.pdf, Page: 4",13.209873676300049,2025-12-04 16:26:48
31.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,11.979918003082275,2025-12-04 16:26:48
32.0,BM25 RAG,True,C,C,"Table 6 shows that with short context length s we are able to achieve k× acceleration in TTFT and up to k× acceleration in throughput. With longer context lengths, we are able to achieve up to k²× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",15.05352258682251,2025-12-04 16:26:48
33.0,BM25 RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of16384(mid-to-long context),REFRAG with k = 16achieves16 .53× TTFT acceleration with cache and8.59× without cache1, both surpassing CEPE (2.01× and1 .04×, respectively), while achieving 9.3% performance (measured by log-perplexity) compared to CEPE (table 1).","2509.01092v2.pdf, Page: 2",15.00051498413086,2025-12-04 16:26:48
34.0,BM25 RAG,True,C,C,"This task encourages the model to leverage contextual information for next-paragraph prediction, thereby equipping it for downstream applications.","2509.01092v2.pdf, Page: 3",37.12123847007752,2025-12-04 16:26:48
35.0,BM25 RAG,True,C,C,"For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embeddingc1 for x1:k and and the decoder reconstructs thek tokens using the projected chunk embeddingecnk 1 . Subsequently, the model reconstructs x1:2k frome cnk 1 , ecnk 2 , and so forth.","2509.01092v2.pdf, Page: 3",58.77920484542847,2025-12-04 16:26:48
36.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property.","Source Reference: 2509.01092v2.pdf, Page: 3",27.238889932632446,2025-12-04 16:26:48
37.0,BM25 RAG,True,C,C,"With a compression rate of 16, we achieve a 9.3% average log-perplexity improvement over CEPE across four datasets2.",filename: 2509.01092v2.pdf page 4,11.772912502288818,2025-12-04 16:26:48
38.0,BM25 RAG,False,ERROR,C,No quote provided,,47.61608505249024,2025-12-04 16:26:48
39.0,BM25 RAG,False,ERROR,C,No quote provided,,446.6617586612701,2025-12-04 16:26:48
40.0,BM25 RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,12.59692883491516,2025-12-04 16:26:48
41.0,BM25 RAG,True,C,C,"Chevalier et al. (2023) proposed recursive compression for documents, using compressed embeddings for prediction, similar to our method.","2509.01092v2.pdf, Page: 9",14.743398904800417,2025-12-04 16:26:48
42.0,BM25 RAG,True,B,B,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the",filename: 2509.01092v2.pdf page 3,13.516135454177856,2025-12-04 16:26:48
43.0,BM25 RAG,True,C,C,We employ RL to train a policy that optimally determines which segments to compress.,"2509.01092v2.pdf, Page: 15",51.607990026474,2025-12-04 16:26:48
44.0,BM25 RAG,False,B,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",20.88816857337952,2025-12-04 16:26:48
45.0,BM25 RAG,True,C,C,Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,14.131274461746216,2025-12-04 16:26:48
46.0,BM25 RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.",filename: 2509.01092v2.pdf page 0,15.052438497543337,2025-12-04 16:26:48
47.0,BM25 RAG,True,B,B,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).",filename: 2509.01092v2.pdf page 0,11.323941230773926,2025-12-04 16:26:48
48.0,BM25 RAG,True,B,B,Table 11 shows the necessity of curriculum learning to the success of reconstruction task.,"2509.01092v2.pdf, Page: 21",15.708375215530396,2025-12-04 16:26:48
49.0,BM25 RAG,True,C,C,"under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.","Source Reference: 2509.01092v2.pdf, Page: 7",15.974520683288574,2025-12-04 16:26:48
50.0,BM25 RAG,False,A,C,"This architectural design leads to significant reductions in both latency and memory usage, primarily due to the shortened input sequence.","2509.01092v2.pdf, Page: 2",19.35281205177307,2025-12-04 16:26:48
51.0,BM25 RAG,True,C,C,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).","2509.01092v2.pdf, Page: 1",13.82364535331726,2025-12-04 16:26:48
52.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,15.666071653366089,2025-12-04 16:26:48
53.0,BM25 RAG,True,C,C,"This chunk embedding is then projected with a projection layer ϕ to match the size of the token embedding of the decoder model, ecnk i = ϕ(ci).",filename: 2509.01092v2.pdf page 1,11.367347717285156,2025-12-04 16:26:48
54.0,BM25 RAG,True,C,C,"For longer context length, acceleration reaches up to k²× for both metrics.",filename: 2509.01092v2.pdf page 2,11.08825659751892,2025-12-04 16:26:48
55.0,BM25 RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.",filename: 2509.01092v2.pdf page 3,11.949841260910034,2025-12-04 16:26:48
56.0,BM25 RAG,True,C,C,The results indicate that curriculum learning is essential for the success of the reconstruction task.,filename: 2509.01092v2.pdf page 5,17.817590713500977,2025-12-04 16:26:48
57.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.",filename: 2509.01092v2.pdf page 3,10.177705526351929,2025-12-04 16:26:48
58.0,BM25 RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,"2509.01092v2.pdf, Page: 5",13.47524642944336,2025-12-04 16:26:48
59.0,BM25 RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.74589705467224,2025-12-04 16:26:48
60.0,BM25 RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",11.98014760017395,2025-12-04 16:26:48
61.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,15.359934091567991,2025-12-04 16:26:48
62.0,BM25 RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.",filename: 2509.01092v2.pdf page 2,13.20956563949585,2025-12-04 16:26:48
63.0,BM25 RAG,True,C,C,"The effective compression ratek
1−p+kp decreases when","2509.01092v2.pdf, Page: 4",18.123636722564697,2025-12-04 16:26:48
64.0,BM25 RAG,False,ERROR,C,No quote provided,,56.32133746147156,2025-12-04 16:26:48
65.0,BM25 RAG,True,C,C,The results indicate that curriculum learning is essential for the success of the reconstruction task.,"2509.01092v2.pdf, Page: 5",21.706488847732544,2025-12-04 16:26:48
66.0,BM25 RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",12.594574689865112,2025-12-04 16:26:48
67.0,BM25 RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",27.34104585647583,2025-12-04 16:26:48
68.0,BM25 RAG,False,B,C,"We use RoBERTa-large (Liu et al., 2019) as the encoder, feeding x1:s tokens and evaluating the perplexity on the output tokensxs+1:s+o.","Source Reference: 2509.01092v2.pdf, Page: 17",18.73853182792664,2025-12-04 16:26:48
69.0,BM25 RAG,False,ERROR,C,No quote provided,,47.92502808570862,2025-12-04 16:26:48
70.0,BM25 RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,15.357314825057983,2025-12-04 16:26:48
1.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,11.663510799407959,2025-12-04 16:50:55
2.0,Dense RAG,False,A,C,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",16.281285762786865,2025-12-04 16:50:55
3.0,Dense RAG,False,C,B,"Both higher than CEPE (i.e., 2.01× and 1.04× acceleration respectively) while having better model performance (see table 1).","2509.01092v2.pdf, Page: 15",49.151280879974365,2025-12-04 16:50:55
4.0,Dense RAG,True,D,D,This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.,"2509.01092v2.pdf, Page: 7",20.890461683273315,2025-12-04 16:50:55
5.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",25.80421781539917,2025-12-04 16:50:55
6.0,Dense RAG,False,ERROR,C,No quote provided,None,41.77824926376343,2025-12-04 16:50:55
7.0,Dense RAG,True,C,C,"Additionally, an RL policy is trained to do selective compression to further improve the performance which we will defer the discussion to section 2.","2509.01092v2.pdf, Page: 2",14.595024347305298,2025-12-04 16:50:55
8.0,Dense RAG,True,B,B,"With longer context lengths, we are able to achieve up to k²× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",14.895812749862671,2025-12-04 16:50:55
9.0,Dense RAG,True,C,C,"Under equivalent latency constraints,REFRAGconsistently outperform LLaMA on both settings as the saved context can be reinvested to include additional information within the same latency budget.","2509.01092v2.pdf, Page: 7",13.516361951828003,2025-12-04 16:50:55
10.0,Dense RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance.",filename: 2509.01092v2.pdf page 6,12.543474674224854,2025-12-04 16:50:55
11.0,Dense RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.","2509.01092v2.pdf, Page: 0",13.875200748443604,2025-12-04 16:50:55
12.0,Dense RAG,True,C,C,reconstructings = k×L tokens from L chunk embeddings further compounds the difficulty of the task.,filename: 2509.01092v2.pdf page 3,20.275085926055908,2025-12-04 16:50:55
13.0,Dense RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.",filename: 2509.01092v2.pdf page 2,14.745105028152466,2025-12-04 16:50:55
14.0,Dense RAG,True,C,C,"chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property and enabling flexible placement of compression.","Source Reference: 2509.01092v2.pdf, Page: 3",15.667605638504028,2025-12-04 16:50:55
15.0,Dense RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.",filename: 2509.01092v2.pdf page 3,23.653719186782837,2025-12-04 16:50:55
16.0,Dense RAG,True,C,C,"To continuously adjust task difficulty, we vary the data mixture over time, starting with examples dominated by easier tasks (e.g., single chunk embedding) and gradually shifting towards those dominated by more difficult tasks (i.e.,L chunk embeddings).",filename: 2509.01092v2.pdf page 3,20.58199644088745,2025-12-04 16:50:55
17.0,Dense RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,"2509.01092v2.pdf, Page: 5",15.359265565872192,2025-12-04 16:50:55
18.0,Dense RAG,True,C,C,"our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,45.77278280258179,2025-12-04 16:50:55
19.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG achieves a 1.93% average gain over 16 RAG tasks.","2509.01092v2.pdf, Page: 7",13.516489267349243,2025-12-04 16:50:55
20.0,Dense RAG,True,C,C,"However, due to the compression, we are able to have more context information and hence achieve better performance.","2509.01092v2.pdf, Page: 7",14.438141584396362,2025-12-04 16:50:55
21.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,11.204228401184082,2025-12-04 16:50:55
22.0,Dense RAG,True,C,C,"For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",11.967957258224487,2025-12-04 16:50:55
23.0,Dense RAG,True,C,C,These results further highlight the effectiveness of the RL-trained policy and underscore the practicality of dynamically adjusting the compression rate without compromising performance.,"2509.01092v2.pdf, Page: 6",21.987433910369873,2025-12-04 16:50:55
24.0,Dense RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information.",filename: 2509.01092v2.pdf page 3,14.43726110458374,2025-12-04 16:50:55
25.0,Dense RAG,True,C,C,Reward = - Log(Perplexity),"2509.01092v2.pdf, Page: 17",13.82321548461914,2025-12-04 16:50:55
